database_identifier	chemical_formula	smiles	inchi	metabolite_identification	chemical_shift	multiplicity	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	AKI_8_24_01_110722	AKI_8_24_03_110722	AKI_8_24_07_110722	AKI_8_24_09_110722	AKI_8_24_10_110722	AKI_8_24_11_110722	AKI_8_24_12_110722	AKI_8_24_13_110722	AKI_8_24_14_110722	AKI_8_24_16_110722	AKI_8_24_19_110722	AKI_8_24_20_110722	AKI_8_24_21_110722	AKI_8_24_22_110722	AKI_8_24_23_110722	AKI_8_24_24_110722	AKI_8_24_26_110722	AKI_8_24_27_110722	AKI_8_24_30_110722	AKI_8_24_31_110722	AKI_8_24_32_110722	AKI_8_24_33_110722	AKI_8_24_34_110722	AKI_8_24_37_110729	AKI_8_24_39_110729	AKI_8_24_40_110729	AKI_8_24_41_110729	AKI_8_24_42_110729	AKI_8_24_43_110729	AKI_8_24_44_110729	AKI_8_24_50_110729_2	AKI_8_24_51_110729	AKI_8_24_52_110729	AKI_8_24_53_110729	AKI_8_24_55_110729	AKI_8_24_56_110729	AKI_8_24_57_110729	AKI_8_24_58_110729	AKI_8_24_59_110729	AKI_8_24_60_110729	AKI_8_24_61_110729	AKI_8_24_63_110729	AKI_8_24_64_110729	AKI_8_24_66_110729	AKI_8_24_67_110729	AKI_8_24_68_110729	AKI_8_24_69_110729	AKI_8_24_72_110729	AKI_8_24_73_110812	AKI_8_24_77_110812	AKI_8_24_78_110812	AKI_8_24_79_110812	AKI_8_24_81_110812	AKI_8_24_84_110812	AKI_8_24_85_110812	AKI_8_24_86_110812	AKI_8_24_87_110812	AKI_8_24_88_110812	AKI_8_24_91_110812	AKI_8_24_93_110812	AKI_8_24_95_110812	AKI_8_24_096_110812_B	AKI_8_24_97_110812	AKI_8_24_100_110812	AKI_8_24_101_110812	AKI_8_24_102_110812	AKI_8_24_104_110812	AKI_8_24_105_110812	AKI_8_24_107_110812	AKI_8_24_108_110812	AKI_8_24_109_110812	AKI_8_24_110_110812	AKI_8_24_02_110722	AKI_8_24_04_110722	AKI_8_24_05_110722	AKI_8_24_06_110722	AKI_8_24_08_110722	AKI_8_24_15_110722	AKI_8_24_17_110722	AKI_8_24_18_110722	AKI_8_24_28_110722	AKI_8_24_29_110722	AKI_8_24_35_110722	AKI_8_24_36_110722	AKI_8_24_38_110729	AKI_8_24_45_110729	AKI_8_24_46_110729	AKI_8_24_48_110729	AKI_8_24_49_110729	AKI_8_24_62_110729	AKI_8_24_65_110729	AKI_8_24_70_110729	AKI_8_24_71_110729	AKI_8_24_74_110812	AKI_8_24_75_110812	AKI_8_24_76_110812	AKI_8_24_80_110812	AKI_8_24_82_110812	AKI_8_24_89_110812	AKI_8_24_90_110812	AKI_8_24_92_110812	AKI_8_24_94_110812_2	AKI_8_24_98_110812	AKI_8_24_99_110812	AKI_8_24_103_110812	AKI_8_24_106_110812
					8.18		NCBITaxon:xon_9606	Homo sapiens										6.66E-4	0.041281465	5.25E-4	0.001466011	-5.5E-4	-1.3E-4	5.83E-4	0.00932624	0.005997074	-5.12E-5	3.02E-4	-1.3E-4	2.12E-4	5.0E-4	8.86E-5	-1.52E-5	9.71E-4	-1.52E-5	-2.07E-4	5.37E-5	-1.3E-4	-5.5E-4	-6.42E-5	3.18E-4	0.00108534	0.001263744	1.57E-4	0.011662463	4.21E-4	-4.45E-4	6.03E-4	0.001058716	4.58E-4	3.18E-4	-1.01E-4	1.75E-4	-5.03E-4	4.4E-4	3.18E-4	-3.54E-7	7.02E-4	-1.52E-5	2.85E-4	4.58E-4	8.7E-4	-1.3E-4	0.001831037	-3.18E-5	1.94E-4	6.42E-4	4.21E-4	4.03E-4	0.001027968	1.75E-4	0.002032838	1.75E-4	1.23E-4	7.08E-5	-6.42E-5	7.08E-5	0.00185975	5.42E-4	2.34E-4	4.78E-4	5.25E-4	0.0016678	-3.54E-7	7.02E-4	6.03E-4	9.01E-4	-7.91E-4	4.4E-4	2.66E-4	4.21E-4	2.12E-4	5.63E-4	-2.91E-4	6.22E-4	-6.42E-5	3.02E-4	3.35E-4	0.002730972	1.57E-4	0.00136002	6.66E-4	1.94E-4	-1.55E-4	0.001237149	0.001109544	1.41E-4	5.37E-5	-1.55E-4	0.003547197	5.37E-5	-2.69E-4	-1.86E-4	8.86E-5	0.004683249	4.21E-4	5.63E-4	8.86E-5	5.42E-4	2.03E-5	1.41E-4	2.66E-4	5.0E-4
					8.17		NCBITaxon:xon_9606	Homo sapiens										0.001000589	0.00185975	7.33E-4	0.003495293	-4.81E-4	-8.35E-5	1.23E-4	0.01274464	0.012415323	7.08E-5	-4.81E-4	5.37E-5	1.41E-4	5.63E-4	7.76E-4	-3.18E-5	2.34E-4	-3.18E-5	-1.3E-4	3.35E-4	1.57E-4	-3.94E-4	-2.91E-4	1.41E-4	1.23E-4	0.005554104	6.03E-4	0.010084728	3.02E-4	-2.52E-4	3.35E-4	2.34E-4	0.010776013	3.02E-4	1.23E-4	2.66E-4	-4.45E-4	4.78E-4	2.66E-4	-3.94E-4	1.41E-4	-1.01E-4	1.75E-4	-3.94E-4	7.08E-5	-5.12E-5	0.00163069	3.61E-5	3.79E-4	7.02E-4	5.63E-4	4.21E-4	0.00108534	0.003691597	0.00932624	2.85E-4	-3.54E-7	-1.52E-5	-2.52E-4	2.03E-5	5.63E-4	5.37E-5	2.12E-4	3.18E-4	4.58E-4	4.58E-4	1.41E-4	3.02E-4	6.22E-4	5.42E-4	-6.32E-4	4.78E-4	1.57E-4	6.42E-4	7.55E-4	7.76E-4	-3.94E-4	8.7E-4	5.37E-5	9.25E-4	2.85E-4	6.03E-4	4.78E-4	-2.07E-4	0.003804571	3.61E-5	-2.69E-4	0.006276601	0.001831037	7.33E-4	8.86E-5	-8.35E-5	0.001000589	1.23E-4	-2.91E-4	-2.32E-4	-8.35E-5	0.008615643	4.03E-4	0.002993608	-1.86E-4	4.03E-4	7.08E-5	2.85E-4	-1.69E-4	4.4E-4
					8.16		NCBITaxon:xon_9606	Homo sapiens										5.63E-4	9.25E-4	8.48E-4	0.003804571	1.57E-4	2.66E-4	1.94E-4	0.020505392	0.014401204	2.12E-4	-3.54E-7	3.02E-4	2.85E-4	8.03E-4	0.001000589	-3.54E-7	4.58E-4	7.08E-5	1.75E-4	6.42E-4	1.94E-4	-1.01E-4	-1.55E-4	-2.52E-4	7.08E-5	0.007021069	0.002522644	0.010217047	4.78E-4	-1.52E-5	4.21E-4	6.42E-4	0.011930822	3.35E-4	2.34E-4	8.03E-4	-4.81E-4	7.76E-4	6.22E-4	-2.32E-4	7.08E-5	0.001237149	4.4E-4	-2.32E-4	2.66E-4	-2.07E-4	1.57E-4	2.66E-4	4.4E-4	7.33E-4	0.001303848	4.78E-4	6.66E-4	0.015845426	0.010016628	2.12E-4	2.03E-5	1.41E-4	-3.18E-5	9.25E-4	3.18E-4	1.57E-4	4.21E-4	3.79E-4	6.03E-4	5.83E-4	3.02E-4	5.63E-4	8.21E-4	6.66E-4	-1.69E-4	3.79E-4	1.23E-4	0.001109544	7.76E-4	0.003090843	-8.35E-5	6.66E-4	1.23E-4	0.001000589	3.02E-4	6.66E-4	2.66E-4	-3.18E-5	0.004092958	2.34E-4	2.12E-4	0.006648758	-3.73E-4	0.001425716	5.0E-4	-3.54E-7	3.35E-4	2.34E-4	-5.12E-5	8.86E-5	-3.54E-7	0.00932624	4.78E-4	0.003362932	7.08E-5	1.57E-4	2.34E-4	4.58E-4	-8.35E-5	-1.52E-5
					8.15		NCBITaxon:xon_9606	Homo sapiens										3.35E-4	4.78E-4	3.56E-4	0.004769705	4.03E-4	3.02E-4	3.79E-4	0.007526667	0.008685681	2.34E-4	0.00163069	4.58E-4	1.57E-4	1.57E-4	0.001172672	-8.35E-5	5.63E-4	2.66E-4	5.83E-4	4.58E-4	-3.27E-4	-2.69E-4	3.56E-4	-2.32E-4	3.02E-4	0.008290807	0.002422864	0.010151256	1.94E-4	9.71E-4	2.34E-4	7.08E-5	0.013303705	4.21E-4	0.00206537	8.21E-4	1.94E-4	4.58E-4	1.94E-4	-4.81E-4	6.22E-4	5.83E-4	3.35E-4	-6.42E-5	2.85E-4	5.37E-5	1.41E-4	0.00139025	5.0E-4	1.75E-4	8.48E-4	2.66E-4	2.12E-4	5.83E-4	0.012546324	1.57E-4	-8.35E-5	3.35E-4	5.25E-4	0.001466011	1.41E-4	7.08E-5	3.18E-4	5.42E-4	7.33E-4	2.85E-4	1.57E-4	1.41E-4	6.42E-4	4.78E-4	3.61E-5	2.34E-4	3.18E-4	4.78E-4	4.21E-4	0.003037488	1.41E-4	7.08E-5	3.61E-5	3.79E-4	6.66E-4	4.21E-4	4.21E-4	4.21E-4	0.004176526	-3.54E-7	6.42E-4	0.007108232	-2.52E-4	2.85E-4	3.18E-4	7.33E-4	1.23E-4	1.94E-4	-3.18E-5	2.85E-4	7.08E-5	0.005997074	3.35E-4	0.003145336	1.57E-4	7.08E-5	1.23E-4	3.02E-4	7.08E-5	2.03E-5
					8.14		NCBITaxon:xon_9606	Homo sapiens										8.86E-5	4.21E-4	1.75E-4	0.003939334	-5.12E-5	3.18E-4	5.37E-5	0.006099568	0.006370429	1.23E-4	0.002316445	4.78E-4	6.03E-4	1.23E-4	5.0E-4	4.58E-4	7.55E-4	1.75E-4	2.66E-4	4.78E-4	-2.52E-4	5.42E-4	7.02E-4	4.21E-4	3.79E-4	0.004434807	0.001697683	0.009761528	1.57E-4	0.001263744	1.94E-4	-1.3E-4	0.010016628	7.33E-4	0.00401584	0.001493602	-1.55E-4	4.03E-4	7.33E-4	-2.91E-4	7.55E-4	8.86E-5	7.76E-4	2.34E-4	6.03E-4	-3.54E-7	-6.42E-5	3.56E-4	7.02E-4	2.34E-4	6.03E-4	0.001493602	5.37E-5	4.21E-4	0.006459192	3.35E-4	-1.52E-5	0.001263744	0.001000589	0.001520488	1.57E-4	-1.3E-4	6.03E-4	9.25E-4	0.001466011	2.03E-5	7.33E-4	1.94E-4	3.35E-4	3.18E-4	7.02E-4	2.85E-4	8.48E-4	1.94E-4	7.33E-4	5.83E-4	1.57E-4	4.4E-4	2.03E-5	5.0E-4	5.0E-4	3.79E-4	5.83E-4	4.4E-4	0.001889772	5.37E-5	3.56E-4	0.003302583	4.58E-4	4.78E-4	5.25E-4	-6.42E-5	-1.52E-5	4.03E-4	-1.52E-5	1.41E-4	5.37E-5	0.003547197	1.23E-4	0.002032838	2.85E-4	1.23E-4	1.57E-4	0.001109544	4.58E-4	1.75E-4
					8.13		NCBITaxon:xon_9606	Homo sapiens										3.56E-4	3.56E-4	2.34E-4	0.0028131	-2.07E-4	9.01E-4	4.21E-4	0.00185975	0.002350308	5.42E-4	8.7E-4	3.61E-5	3.79E-4	2.34E-4	2.03E-5	8.03E-4	8.21E-4	5.37E-5	3.56E-4	0.002032838	-3.18E-5	8.21E-4	3.18E-4	2.85E-4	3.18E-4	0.004953236	4.21E-4	0.009886513	2.85E-4	3.79E-4	3.56E-4	2.03E-5	0.011380066	7.55E-4	5.0E-4	0.001831037	-6.63E-4	1.23E-4	4.21E-4	-8.35E-5	2.03E-5	1.57E-4	0.00108534	-8.35E-5	6.42E-4	8.86E-5	1.23E-4	1.23E-4	7.33E-4	3.56E-4	3.18E-4	0.002286055	1.41E-4	6.03E-4	0.00401584	4.58E-4	5.0E-4	0.00139025	2.34E-4	5.25E-4	3.56E-4	3.79E-4	3.35E-4	0.00114133	0.001425716	1.94E-4	9.48E-4	3.56E-4	4.78E-4	2.66E-4	4.4E-4	1.94E-4	0.002227956	1.75E-4	3.18E-4	5.42E-4	-6.42E-5	8.86E-5	4.58E-4	4.78E-4	6.42E-4	4.4E-4	3.56E-4	3.56E-4	0.001172672	3.02E-4	-3.54E-7	0.002653999	0.001697683	3.79E-4	7.33E-4	-1.52E-5	1.94E-4	6.03E-4	5.37E-5	2.34E-4	3.02E-4	0.002455326	5.37E-5	9.01E-4	2.12E-4	3.02E-4	1.94E-4	0.001425716	-2.69E-4	3.79E-4
					8.12		NCBITaxon:xon_9606	Homo sapiens										7.33E-4	6.22E-4	4.4E-4	0.002350308	-3.54E-7	3.35E-4	9.48E-4	0.001889772	0.0016678	4.78E-4	5.83E-4	0.00114133	5.0E-4	5.42E-4	1.75E-4	6.42E-4	8.86E-5	1.94E-4	3.61E-5	5.83E-4	-1.52E-5	-2.52E-4	1.23E-4	3.61E-5	2.34E-4	0.002582567	4.58E-4	0.009941752	5.42E-4	5.83E-4	5.83E-4	1.41E-4	0.009447533	7.76E-4	2.85E-4	7.02E-4	-2.91E-4	5.25E-4	4.4E-4	-4.45E-4	3.56E-4	5.37E-5	7.02E-4	-3.54E-7	3.18E-4	5.25E-4	2.12E-4	2.34E-4	5.63E-4	4.58E-4	4.58E-4	0.001831037	4.78E-4	5.42E-4	0.001697683	5.25E-4	1.94E-4	8.7E-4	-3.54E-7	4.78E-4	5.0E-4	4.21E-4	3.56E-4	5.63E-4	6.66E-4	4.4E-4	5.63E-4	0.004344064	7.33E-4	5.0E-4	2.34E-4	6.42E-4	7.33E-4	4.58E-4	8.86E-5	5.0E-4	5.42E-4	-3.54E-7	7.76E-4	5.25E-4	4.4E-4	4.03E-4	5.37E-5	5.25E-4	2.66E-4	0.001172672	1.57E-4	8.48E-4	0.002386054	7.08E-5	3.35E-4	3.35E-4	4.03E-4	4.78E-4	2.85E-4	1.23E-4	4.03E-4	0.002993608	2.03E-5	3.02E-4	-1.52E-5	2.12E-4	0.002137433	6.42E-4	-2.32E-4	2.12E-4
					8.11		NCBITaxon:xon_9606	Homo sapiens										0.001172672	0.0016678	0.001425716	0.002167938	4.58E-4	6.03E-4	5.42E-4	0.003547197	0.002944211	9.01E-4	0.001331738	0.001925627	5.83E-4	0.001058716	7.33E-4	0.001331738	0.00114133	3.79E-4	0.001237149	0.001425716	2.85E-4	0.002032838	0.001058716	7.08E-5	0.001549188	0.001960392	8.21E-4	0.009635316	0.00108534	0.001202036	8.7E-4	2.66E-4	0.001831037	9.01E-4	9.48E-4	9.25E-4	-6.42E-5	9.48E-4	0.001237149	7.76E-4	8.7E-4	9.01E-4	0.00179835	0.001109544	9.01E-4	0.001303848	4.03E-4	7.33E-4	0.00114133	0.001172672	0.001237149	0.00206537	0.001331738	0.001109544	0.002167938	8.7E-4	0.001573157	0.00114133	2.66E-4	0.001109544	7.76E-4	5.0E-4	0.001000589	0.001109544	0.001237149	0.001263744	0.003742548	0.008148697	0.001493602	0.001027968	0.001697683	8.48E-4	7.55E-4	7.02E-4	2.34E-4	5.25E-4	8.21E-4	4.03E-4	4.4E-4	7.76E-4	6.22E-4	0.001027968	6.22E-4	4.78E-4	5.0E-4	0.00179835	5.0E-4	0.001466011	0.001027968	6.42E-4	0.001058716	5.63E-4	8.48E-4	7.55E-4	0.001172672	5.63E-4	6.22E-4	0.003691597	3.61E-5	0.001202036	4.78E-4	5.0E-4	0.018268471	0.00108534	6.22E-4	8.48E-4
					8.1		NCBITaxon:xon_9606	Homo sapiens										0.012235148	0.002227956	0.002849603	0.002551752	0.001000589	0.001729323	0.001466011	0.005245634	0.004953236	0.002617253	0.001172672	0.00179835	0.00179835	0.002692889	0.00163069	0.006370429	0.001520488	7.33E-4	0.004769705	0.003691597	6.66E-4	0.004853934	0.002692889	0.001831037	0.005335327	0.005997074	0.002032838	0.010016628	0.002730972	0.00342226	0.002522644	0.00163069	0.007695002	0.001604566	0.001573157	0.001729323	4.78E-4	0.002137433	0.003090843	0.002849603	4.78E-4	0.002888065	0.00401584	0.00163069	0.001604566	0.002111298	9.71E-4	0.001425716	0.002198387	0.002255321	0.002944211	0.003495293	0.003196718	0.002350308	0.004434807	0.002167938	0.005761485	0.002422864	4.78E-4	0.00139025	0.001027968	0.001831037	0.001729323	0.001729323	0.002730972	0.002522644	0.007269431	0.00807392	0.003742548	0.002350308	0.003547197	0.002087405	0.002198387	0.002087405	0.001058716	0.001889772	0.00139025	0.001925627	0.001027968	0.002350308	0.001202036	0.001729323	0.002227956	2.12E-4	0.0016678	0.002455326	0.001109544	0.002768956	5.63E-4	0.002486692	0.002551752	0.002316445	0.002316445	0.001172672	0.003691597	0.001831037	0.00179835	0.005432647	5.63E-4	0.002653999	0.001520488	0.002350308	0.002849603	0.002386054	0.001303848	0.001925627
unknown				unidentified	8.09	complex multiplet	NCBITaxon:xon_9606	Homo sapiens										0.010712194	0.002137433	0.003691597	0.002944211	0.002227956	0.002032838	0.002617253	0.004769705	0.004683249	0.004260212	0.00179835	0.002227956	0.002455326	0.003619548	0.00179835	0.009061304	0.003244408	0.001263744	0.007861632	0.004953236	0.00114133	0.008420233	0.003939334	0.002730972	0.009447533	0.008420233	0.002350308	0.011930822	0.003873247	0.005043341	0.003244408	0.002522644	0.009061304	0.002316445	0.002730972	0.00198895	0.001109544	0.002486692	0.004769705	0.004524595	8.03E-4	0.003873247	0.004344064	0.002227956	0.002227956	0.003547197	0.00139025	0.001925627	0.002993608	0.00401584	0.00401584	0.004769705	0.005141156	0.003742548	0.006099568	0.002582567	0.00807392	0.003090843	0.001027968	0.001573157	0.00179835	0.002137433	0.002582567	0.002167938	0.003547197	0.003090843	0.009509757	0.004853934	0.005432647	0.002849603	0.005432647	0.002617253	0.003362932	0.003244408	0.00179835	0.002551752	0.001573157	0.003302583	0.0016678	0.003873247	0.002944211	0.002522644	0.003495293	7.33E-4	0.002316445	0.003619548	0.002198387	0.00342226	8.7E-4	0.003742548	0.003145336	0.002692889	0.002227956	0.001466011	0.005432647	0.002653999	0.00342226	0.005245634	0.001493602	0.00342226	0.002032838	0.002455326	0.00342226	0.002087405	0.002111298	0.004260212
unknown				unidentified	8.08	complex multiplet	NCBITaxon:xon_9606	Homo sapiens										0.003742548	0.002350308	0.003362932	0.003244408	0.003145336	0.002849603	0.003619548	0.004953236	0.004853934	0.006459192	0.003873247	0.003362932	0.002582567	0.003547197	0.002286055	0.006839708	0.004603343	0.00206537	0.009447533	0.005432647	0.001573157	0.006756134	0.004092958	0.0028131	0.008290807	0.006648758	0.003362932	0.014617922	0.003939334	0.005554104	0.003939334	0.003495293	0.008360037	0.003362932	0.002944211	0.002692889	0.001331738	0.003547197	0.005432647	0.002944211	6.66E-4	0.004603343	0.004683249	0.001889772	0.003939334	0.00401584	0.001058716	0.002692889	0.004092958	0.004769705	0.003691597	0.004434807	0.006276601	0.004524595	0.004769705	0.003145336	0.006934529	0.004953236	0.002551752	0.002386054	0.002944211	0.001331738	0.005761485	0.003804571	0.004434807	0.003495293	0.007353651	0.003495293	0.006370429	0.00342226	0.004853934	0.003619548	0.003691597	0.004603343	0.00206537	0.002692889	0.001831037	0.003244408	0.002422864	0.003244408	0.003547197	0.003495293	0.004092958	9.48E-4	0.002255321	0.004434807	0.003244408	0.003495293	6.22E-4	0.004853934	0.003244408	0.002888065	0.003244408	0.002032838	0.005554104	0.0028131	0.004953236	0.005761485	0.002455326	0.003244408	0.002422864	0.002768956	0.004524595	0.002849603	0.002768956	0.00401584
unknown				unidentified	8.07	complex multiplet	NCBITaxon:xon_9606	Homo sapiens										0.002032838	0.002422864	0.002768956	0.00179835	0.001604566	0.001960392	0.00401584	0.004092958	0.003302583	0.01940856	0.00139025	0.001172672	0.001202036	0.001549188	0.001027968	0.002888065	0.004344064	0.001027968	0.002653999	0.002849603	8.21E-4	0.002227956	0.001263744	0.002551752	0.002849603	0.003495293	0.001925627	0.010288015	0.001889772	0.002849603	0.002551752	0.002768956	0.003873247	0.00206537	0.00163069	0.00185975	9.71E-4	0.002993608	0.005881408	0.001493602	0.001027968	0.002198387	0.002486692	9.71E-4	0.001769332	0.002137433	0.00136002	0.001573157	0.00198895	0.002111298	0.002167938	0.002198387	0.004683249	0.001925627	0.002993608	0.002386054	0.004092958	0.002167938	0.00136002	0.001237149	0.002227956	0.001237149	0.006459192	0.002087405	0.001925627	0.002653999	0.002198387	0.001925627	0.00342226	0.0028131	0.002730972	0.002032838	0.003196718	0.0028131	0.002227956	0.001520488	0.001058716	0.002582567	0.00163069	0.002198387	0.002486692	0.002255321	0.002486692	5.0E-4	0.001000589	0.002032838	0.001263744	0.002316445	-3.54E-7	0.003362932	0.00206537	0.00185975	0.002455326	0.001303848	0.0028131	0.0016678	0.003691597	0.004603343	0.001889772	0.00139025	0.001573157	0.002032838	0.001466011	0.002111298	0.001729323	0.001303848
					8.06		NCBITaxon:xon_9606	Homo sapiens										0.002198387	0.004176526	0.006648758	0.001889772	0.002551752	0.002730972	0.003244408	0.003619548	0.003145336	0.005335327	0.003145336	0.001889772	0.001331738	0.001729323	0.001466011	0.003037488	0.002582567	0.00136002	0.003090843	0.002286055	0.001831037	0.002944211	0.001769332	0.002286055	0.002888065	0.003873247	0.002653999	0.009447533	0.002316445	0.0028131	0.003145336	0.002350308	0.002551752	0.002730972	0.002111298	0.003037488	0.002522644	0.002730972	0.010838004	0.00179835	0.00136002	0.003090843	0.002692889	0.001573157	0.002316445	0.002198387	0.001549188	0.002386054	0.002167938	0.002286055	0.002522644	0.002551752	0.005245634	0.002944211	0.002944211	0.002455326	0.005335327	0.003939334	0.001889772	0.001604566	0.002137433	0.00185975	0.006370429	0.002653999	0.002617253	0.0028131	0.002849603	0.001889772	0.003302583	0.003037488	0.003804571	0.002111298	0.002730972	0.002888065	0.002316445	0.001604566	0.001303848	0.005043341	0.002111298	0.00342226	0.002286055	0.002350308	0.002551752	3.02E-4	0.001493602	0.002522644	0.001697683	0.002455326	4.4E-4	0.003495293	0.004853934	0.002032838	0.002167938	0.001889772	0.002486692	0.002422864	0.003742548	0.004434807	0.00185975	0.001697683	0.0016678	0.002486692	0.002032838	0.002486692	0.001831037	0.001573157
					8.05		NCBITaxon:xon_9606	Homo sapiens										0.001960392	0.003244408	0.007269431	0.001303848	0.00179835	0.002455326	0.001573157	0.003691597	0.004176526	0.003037488	0.002032838	0.00185975	0.001237149	0.002111298	0.001331738	0.002455326	0.001549188	8.03E-4	0.002386054	0.002455326	0.002944211	0.001960392	0.00139025	0.00198895	0.00185975	0.003619548	0.0028131	0.009821401	0.001831037	0.002111298	0.003547197	0.002653999	0.006564655	0.003196718	0.002993608	0.003742548	7.33E-4	0.002286055	0.00401584	0.001331738	0.001729323	0.00198895	0.003362932	0.001263744	0.002167938	0.002032838	0.001263744	0.00185975	0.00179835	0.001925627	0.002730972	0.002653999	0.004260212	0.002888065	0.003939334	0.002137433	0.00401584	0.003495293	0.001466011	0.001925627	0.002386054	0.001520488	0.002944211	0.002944211	0.004344064	0.004769705	0.003145336	0.00179835	0.002944211	0.005658538	0.002582567	0.001573157	0.002768956	0.002386054	0.002551752	0.001202036	6.03E-4	0.004769705	0.001303848	0.002522644	0.001604566	0.001769332	0.001831037	1.94E-4	0.001263744	0.002551752	0.001425716	0.002227956	-3.58E-4	0.002888065	0.003619548	0.001202036	0.002486692	0.001331738	0.001769332	0.002032838	0.001466011	0.003804571	9.25E-4	0.00136002	0.001172672	0.001493602	0.00139025	0.002422864	0.001466011	0.001027968
unknown				Overlap of several compounds	8.04	not resolved (due to overlap)	NCBITaxon:xon_9606	Homo sapiens										0.003090843	0.004344064	0.002993608	0.002422864	0.001263744	0.002137433	0.002087405	0.003742548	0.006459192	0.002730972	0.001697683	0.002286055	0.002167938	0.002522644	0.002087405	0.002032838	0.001697683	0.001172672	0.00185975	0.00401584	0.001303848	0.001202036	0.001573157	0.002137433	9.48E-4	0.004092958	0.003244408	0.00932624	0.002692889	0.002087405	0.002768956	0.003037488	0.00136002	0.004524595	0.005245634	0.002582567	0.001604566	0.002768956	0.003244408	0.002551752	0.002316445	0.002551752	0.002768956	0.002422864	0.003804571	0.002692889	0.001573157	0.003362932	0.001925627	0.004344064	0.002768956	0.002386054	0.004524595	0.002993608	0.00342226	0.00206537	0.003619548	0.002386054	8.7E-4	0.002455326	0.002993608	0.002032838	0.002227956	0.006370429	0.002486692	0.004434807	0.033826186	0.002350308	0.003939334	0.007861632	0.001058716	0.002255321	0.003619548	0.002582567	0.002653999	0.00163069	6.22E-4	0.003090843	0.00108534	0.003302583	0.001831037	0.006370429	0.003742548	2.85E-4	0.00198895	0.002316445	8.48E-4	0.002350308	3.56E-4	0.002227956	0.002198387	0.001331738	0.002849603	0.001520488	0.001303848	0.002582567	0.001573157	0.00401584	6.66E-4	0.001466011	0.001493602	0.001549188	0.002582567	0.002582567	0.00136002	0.001493602
					8.03		NCBITaxon:xon_9606	Homo sapiens										0.003362932	0.004853934	0.002944211	0.002111298	0.002137433	0.00185975	0.00198895	0.002617253	0.004434807	0.002111298	0.001831037	0.002582567	0.003619548	0.003302583	0.001960392	0.001237149	0.002888065	0.002455326	0.001549188	0.004603343	0.001729323	0.002087405	0.002227956	0.004603343	0.002386054	0.002522644	0.00206537	0.009245899	0.002653999	0.001573157	0.003037488	0.003939334	0.002422864	0.003037488	0.002227956	0.002768956	0.004434807	0.002944211	0.003495293	0.002768956	0.002730972	0.002111298	0.004260212	0.003244408	0.004176526	0.002286055	0.002692889	0.002198387	0.002422864	0.006099568	0.002350308	0.002316445	0.003804571	0.003619548	0.003619548	0.00163069	0.003547197	0.004769705	0.001425716	0.003037488	0.003244408	0.002730972	0.002888065	0.005881408	0.002167938	0.004603343	0.005881408	0.002386054	0.013618874	0.003244408	0.00114133	0.007861632	0.002849603	0.002522644	0.002888065	0.00206537	0.001604566	0.002849603	0.001729323	0.00206537	0.001697683	0.006648758	0.002522644	0.001697683	0.002617253	0.003090843	0.002137433	0.002111298	8.48E-4	0.003244408	0.002993608	0.001573157	0.002617253	0.002486692	0.002227956	0.00206537	0.0016678	0.003873247	4.4E-4	0.001549188	0.001109544	0.00198895	0.002486692	0.003244408	0.005043341	0.001769332
					8.02		NCBITaxon:xon_9606	Homo sapiens										0.003145336	0.003939334	0.002350308	0.002692889	0.002350308	0.001769332	0.002653999	0.002286055	0.002455326	0.002032838	0.001925627	0.002198387	0.003302583	0.003037488	0.002032838	0.001960392	0.002255321	0.002032838	0.001889772	0.004344064	0.001549188	0.001769332	0.004176526	0.003362932	0.005658538	0.002730972	0.002582567	0.009509757	0.006459192	0.002350308	0.002111298	0.004344064	0.00179835	0.002993608	0.001769332	0.002286055	0.007192337	0.003939334	0.002486692	0.002993608	0.002286055	0.002255321	0.005997074	0.002653999	0.003302583	0.001925627	0.002993608	0.002137433	0.002255321	0.005761485	0.002198387	0.002087405	0.003090843	0.003302583	0.002422864	0.002087405	0.003090843	0.004344064	0.001237149	0.003939334	0.002316445	0.002692889	0.002255321	0.00342226	0.003804571	0.003145336	0.003196718	0.002286055	0.005141156	0.00206537	9.71E-4	0.007269431	0.002888065	0.003873247	0.003244408	0.002350308	0.001425716	0.002551752	0.001769332	0.002137433	0.003619548	0.005997074	0.003244408	0.001729323	0.003302583	0.002692889	0.002730972	0.002692889	0.001237149	0.002768956	0.002316445	0.002087405	0.001729323	0.001925627	0.00185975	0.001425716	0.002455326	0.003244408	1.41E-4	0.001960392	0.00163069	0.001925627	0.0016678	0.004260212	0.003196718	0.00342226
