Metabolite,VIP,Coefficient
M692,0.6832642677532473,0.0010249899495615913
M304,0.6832382459953223,0.00102495091336198
M72,0.6831400618013542,-0.0010248036236283112
M206,0.6826309011381911,-0.0010240398129227253
M302,0.6788889054965748,0.0010184263071315142
M245,0.6729627634492105,-0.0010095362826930989
M488,0.6712134780622607,-0.0010069121151123264
M323,0.6692781338664611,0.0010040088338443625
M678,0.6679396798916944,0.001002000969630128
M294,0.6640722668164818,-0.000996199320517215
M165,0.6634307543107058,0.0009952369639269886
M434,0.662811073300912,-0.0009943073575697568
M433,0.6602969412532873,0.0009905358152803296
M442,0.6596876886395001,-0.000989621852944893
M531,0.658103790432641,0.0009872457887779528
M374,0.6569504350997079,-0.000985515597868926
M337,0.656665522673426,0.0009850881902212164
M573,0.6557928003858087,-0.0009837789873025455
M258,0.6498250728169358,0.0009748265788882579
M5,0.6466142962501703,-0.0009700099744402535
M590,0.6455278963781288,0.0009683802258896539
M610,0.6415232459388323,0.0009623727019410006
M39,0.6409820284891891,-0.000961560801666696
M105,0.6375794777023749,-0.0009564565096321874
M672,0.634925250455866,0.0009524748053635449
M246,0.6305932298992039,-0.0009459761814175363
M273,0.6300141684069167,-0.000945107509897915
M277,0.6299636730817688,-0.0009450317599967133
M676,0.6276368011818872,0.0009415411335672965
M269,0.6274354153791258,-0.0009412390272907692
M53,0.6263497025662442,-0.0009396103094229769
M163,0.6261228921249459,-0.0009392700627076744
M270,0.6245846144674227,-0.000936962435610796
M345,0.6240602474892195,-0.000936175813350704
M632,0.6229163746529327,0.0009344598474849256
M456,0.6219071276741952,-0.0009329458388375352
M399,0.620661844503086,0.0009310777435851042
M73,0.6108050331748666,-0.0009162911770646986
M26,0.6063426610143918,-0.0009095970078661099
M106,0.6061220908463979,-0.000909266122415141
M487,0.6041871207992419,0.0009063634024213679
M477,0.6038815560014417,-0.000905905013388798
M700,0.6017879399198891,0.0009027643026226867
M693,0.5998064119716577,0.000899791739402908
M125,0.5982013052241941,-0.0008973838595213306
M282,0.5968850486033362,-0.0008954092943770713
M60,0.595331689255304,-0.0008930790426795458
M42,0.5941294128051723,-0.0008912754633967714
M271,0.5906752144921482,-0.0008860936930017172
M467,0.5893058214664343,0.0008840394159750965
M689,0.5892695907400359,0.0008839850649250325
M694,0.5888283834416039,0.0008833231935702588
M483,0.5863072058278722,-0.0008795410819670396
M278,0.5857205825406582,-0.0008786610667197177
M411,0.5835533347776117,-0.0008754098983502125
M448,0.5797579957879493,-0.0008697163702335219
M78,0.5725283988174793,-0.0008588709849501974
M260,0.5678799267008554,0.0008518976403378348
M296,0.5654648016959019,-0.0008482746221677906
M300,0.5652829243565357,-0.0008480017812573235
M564,0.5621261055494741,0.0008432661208364069
M443,0.5580797370183629,-0.0008371960140382729
M593,0.5569129461318263,0.0008354456679593356
M221,0.5555030666387115,0.000833330655688479
M577,0.5550307912883014,-0.0008326221780021104
M124,0.5540291576731722,-0.0008311195904425034
M123,0.553425334568636,-0.0008302137731143151
M361,0.5529341724689747,-0.0008294769627182235
M336,0.552735939465724,-0.0008291795860726225
M498,0.5526691749295333,-0.000829079430127387
M51,0.5468747526965146,-0.0008203870034446773
M47,0.5464655670460331,-0.000819773168946018
M628,0.545578827372353,-0.0008184429380290865
M97,0.5450646174281542,-0.0008176715527106333
M185,0.5370562342741736,-0.0008056578815258953
M360,0.5328674179058197,-0.0007993740834689006
M229,0.5293412643829238,0.000794084370407417
M57,0.528966486381295,-0.0007935221520928994
M664,0.5287589503161922,-0.0007932108195808075
M449,0.524730155891022,-0.0007871670763477126
M250,0.5228655997447266,-0.0007843699868458275
M480,0.522391780570156,-0.0007836591932118482
M659,0.5221683377120254,0.0007833239983323645
M605,0.5202764985328763,0.0007804859805457899
M383,0.5201865284674134,0.0007803510131295015
M101,0.518743769659908,-0.0007781866773854453
M376,0.516185720358757,-0.0007743492532028746
M162,0.5115069225532066,-0.000767330415905134
M695,0.5095917620853923,0.0007644574129925678
M155,0.5093411022739043,0.000764081388956686
M253,0.5091534886094994,0.0007637999427732824
M390,0.5070136840881623,0.0007605899430236846
M429,0.5066819023247086,0.0007600922249531844
M82,0.5055808257050891,-0.0007584404592717767
M58,0.5043506189080342,0.0007565949806445833
M598,0.504278617021126,0.0007564869679562082
M371,0.5028689830533154,0.0007543723240069245
M472,0.4994028189058336,0.0007491726032219018
M508,0.49447324122210673,-0.0007417775617718082
M317,0.49259160391076345,0.0007389548481837132
M658,0.4898974068189339,0.0007349131836746883
M130,0.48892018918985275,-0.0007334472234370243
M517,0.4871512277263674,-0.0007307935390475326
M688,0.4844043575119985,0.00072667285764305
M691,0.4835122021511102,-0.0007253345024538274
M353,0.47102267637955825,0.0007065985038149312
M537,0.46684125952150834,-0.0007003258060364836
M462,0.4640666518847629,-0.0006961635147008154
M493,0.4639724786554353,-0.0006960222419632611
M64,0.46396706746308497,0.0006960141244338721
M324,0.45705147402554563,0.0006856397874411873
M675,0.4568245775145755,0.0006852994116095936
M430,0.4541999941711806,-0.0006813621772542649
M690,0.45144898382230503,-0.0006772352850811828
M14,0.45131092090792435,-0.0006770281718069697
M663,0.45012743146380224,-0.0006752527756053993
M668,0.44882038708170113,-0.0006732920300805536
M107,0.44855502229140115,-0.0006728939465631476
M153,0.4463886324982525,-0.0006696440652659563
M404,0.4443893180026059,0.0006666448197898405
M266,0.44315547811116873,-0.0006647938910236549
M172,0.4430864673831609,-0.0006646903654831598
M37,0.44225679013582214,-0.0006634457360183436
M348,0.4419567003033938,0.0006629955601834262
M81,0.44071574793193574,-0.0006611339617234166
M160,0.4386833722869807,-0.0006580851199968289
M298,0.4384187734116379,0.0006576881854567228
M262,0.43578214396320797,-0.0006537328802945702
M379,0.4345519359462515,0.0006518873998373571
M284,0.43408324283567074,0.0006511842960011888
M45,0.433205239812218,-0.0006498671712557618
M402,0.4311645111981709,-0.000646805798931904
M293,0.4304484268424016,-0.000645731574356813
M309,0.42967303284245123,-0.0006445683771951747
M256,0.42719114135535957,0.0006408452001607071
M444,0.42351245666866466,-0.0006353266694699874
M352,0.42194944729340594,0.0006329819414104054
M219,0.4192396989792873,-0.0006289169479387785
M297,0.4164638332488647,-0.0006247527692903447
M55,0.4116595147436755,-0.0006175456337576989
M581,0.4092953329334631,0.0006139990373545642
M674,0.40845451190432985,0.0006127376906913243
M93,0.40818311824825754,0.0006123305630498283
M287,0.4080835208207344,-0.000612181153272336
M562,0.40791561094004014,-0.000611929265462207
M90,0.40710682201806375,-0.0006107159713453222
M74,0.404409224653875,-0.0006066692059622165
M419,0.40271661489377597,0.000604130059581364
M225,0.4025779679419109,-0.0006039220701709612
M375,0.40164446495102846,-0.0006025216878757089
M366,0.40074027626640624,-0.0006011652810533641
M279,0.3947137061320159,0.0005921246007344733
M272,0.3929353442050088,-0.0005894568143626509
M275,0.39088895779569194,-0.000586386954571261
M660,0.3907957694656708,0.0005862471593175121
M204,0.3894510603036574,-0.0005842299114659897
M394,0.38891406753416724,-0.0005834243487903289
M281,0.38879622600342356,0.0005832475703601465
M455,0.38715052843414194,0.000580778798688421
M226,0.38480219638606794,-0.0005772559790985364
M167,0.38320319053502727,0.0005748572513968869
M601,0.3801004027235706,0.000570202644866938
M425,0.3738827380098085,-0.0005608752965156094
M542,0.37352493444121165,-0.0005603385421746646
M524,0.37140861167653977,-0.0005571637682750285
M91,0.37057381065269573,-0.0005559114524439405
M418,0.3673679730409875,0.0005511022571047308
M29,0.36701005144447124,-0.0005505653257057475
M410,0.36232602977687767,-0.000543538651899726
M424,0.36156236551595083,0.0005423930509525798
M218,0.3552443648707678,-0.0005329151849668013
M233,0.3549112164716075,-0.0005324154167556307
M670,0.3507606448320435,0.0005261889910280309
M620,0.34995066934887903,0.0005249739169069079
M48,0.3480753637601286,-0.0005221607017695987
M667,0.34297493209987673,-0.0005145093559625445
M652,0.3421471817137317,0.0005132676170533314
M468,0.33907621048611086,-0.0005086607397552477
M359,0.33765136073831675,-0.0005065232700527463
M389,0.33740791309824186,0.0005061580652614263
M168,0.33691201862102543,0.0005054141556510769
M41,0.3331648470801918,-0.0004997928853023915
M686,0.33281537073049283,0.0004992686229298999
M530,0.3305920389667255,-0.0004959333208806707
M701,0.3284260901263817,0.000492684101073059
M36,0.32729746767436396,-0.0004909910128716643
M356,0.3266177868969074,-0.000489971398648175
M381,0.325133737864293,0.00048774512191327704
M61,0.3241690765396524,-0.0004862979978513984
M215,0.3236089584122726,-0.0004854577439727354
M683,0.3211515760462128,0.0004817713339754387
M495,0.3198803388466033,-0.00047986430412680765
M87,0.31903541920663375,-0.0004785968089861593
M169,0.31798620328676946,0.0004770228414548007
M655,0.3175056201686214,0.00047630190097938175
M182,0.31391240042972396,-0.00047091157941164206
M597,0.31276910371498706,0.00046919647780706747
M662,0.3112961994511075,0.000466986919751138
M334,0.3111524599523309,-0.0004667712908231314
M665,0.30640264220017743,0.00045964591388191416
M22,0.3057081565690605,-0.0004586040903509536
M482,0.3023401018989449,0.0004535515472144682
M197,0.3014848939176723,0.0004522686181532547
M276,0.29800929729524134,-0.0004470547473643778
M2,0.29663665134487205,-0.0004449955905054054
M506,0.2962034814896858,-0.00044434577641593324
M251,0.2959356251317016,-0.0004439439552058724
M349,0.29202576544725484,0.0004380786303676044
M685,0.2889642552753211,0.00043348594594839535
M661,0.2886106168581651,-0.0004329554399048761
M382,0.28720203186324667,0.0004308423695585486
M1,0.2868167904259824,-0.0004302644546579951
M33,0.28593057015544515,-0.0004289350029168916
M166,0.28566954231128755,0.0004285434254124844
M216,0.28250263326188135,-0.0004237926282465637
M99,0.27618552938530805,0.00041431610753647926
M604,0.2761222841322934,0.00041422123099784443
M200,0.2725149140495348,0.0004088096819769431
M354,0.2723470560574903,0.00040855787200689344
M175,0.27197117430521484,-0.00040799399791528767
M196,0.26992567322900507,0.0004049254662447722
M682,0.2545354197091904,0.0003818379788354176
M164,0.2521413234320406,-0.00037824650663619003
M671,0.24487682133590558,0.00036734875888539374
M608,0.2423575002313561,0.00036356943230012837
M594,0.23962237457182484,0.00035946636933588747
M386,0.239307662559815,-0.00035899425822962834
M679,0.23792755585160244,0.0003569239092124141
M370,0.23637059918272565,0.0003545882610411009
M684,0.23504052157391703,0.0003525929625226394
M15,0.23270205447734524,-0.0003490849417106507
M94,0.23163242398844303,-0.00034748034953071064
M249,0.23130772792910093,-0.00034699326098650463
M34,0.23130710247697123,-0.00034699232272267726
M79,0.22983583285159098,-0.0003447852168483003
M21,0.22800307268502829,-0.0003420358256693049
M194,0.22761363035806517,-0.00034145160885904553
M653,0.22551703506961965,-0.00033830642887470156
M35,0.22342719853097448,-0.0003351713879404207
M355,0.2196414023247113,-0.00032949217530536237
M340,0.21646591605210894,0.00032472851113031194
M496,0.21624881004848465,0.0003244028224001869
M344,0.2145317126828891,-0.00032182694125841197
M30,0.21165145522314177,-0.0003175061607233807
M80,0.20584080653839598,-0.00030878939214146406
M358,0.20541990725768974,-0.000308157985593716
M89,0.2052111174095333,-0.0003078447722353848
M230,0.19948336843004177,0.0002992523645614177
M400,0.19663141272394316,-0.00029497404053174423
M563,0.1930686063547015,0.00028962934318248147
M343,0.1923091393571412,-0.00028849003870504603
M40,0.19146739756758208,-0.00028722731077510284
M475,0.19143049910075055,0.00028717195802296664
M680,0.19100896557973981,0.000286539600027926
M377,0.19013406716960196,0.0002852271326275343
M378,0.18351266358037804,-0.0002752941206858113
M384,0.18207637443991354,0.0002731394903281
M437,0.18061445209944912,-0.00027094640666086404
M140,0.17735617458841585,-0.00026605854429294964
M413,0.1762729097744508,0.0002644334987586955
M23,0.17470658216808777,-0.0002620837928981473
